region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,LWK,NA19472,NA19472,0.060152743294156534,-0.0023869382453900216,-0.0893,0.0027,0.0221,-0.0077,0.0023,-0.0301,-0.0247,-0.0175,0.0397,-0.0428,0.0444,0.0694,-0.0216
AFR,LWK,NA19473,NA19473,0.0599061461498623,-0.0009765518272669864,-0.0752,-0.0049,-0.0112,-0.0016,0.0053,-0.0444,-0.029,0.0354,0.0147,0.0074,0.0377,0.0392,-0.061
AFR,LWK,NA19474,NA19474,0.06042098128825267,-0.0005958356859246837,-0.0673,-0.006,0.0023,-0.0033,-0.0111,-0.0428,-0.0031,-0.0607,0.0219,0.0095,0.0218,0.0131,-0.006
AFR,LWK,NA19475,NA19475,0.05991754321182693,-0.0006767683938044709,-0.0693,0.0046,-0.0024,0.0063,0.0062,-0.0191,-0.0314,-0.0018,0.0595,-0.0025,0.0559,-0.018,-0.0362
AFR,YRI,NA18486,NA18486,0.06688094455325257,0.0008597997817841197,0.0679,-0.0081,0.0049,-0.0074,-0.0047,0.0247,-0.0279,-0.0562,-0.0975,-0.0025,-0.021,0.0434,0.0156
AFR,YRI,NA18488,NA18488,0.06656596503717055,0.0004714855991320632,0.0822,-0.0193,0.0137,0.0047,0.0037,-0.0388,-0.0939,-0.0572,-0.1458,0.0705,-0.1064,-0.0551,-0.0866
AFR,YRI,NA18489,NA18489,0.06529464991087781,-0.0013815545649386782,0.0726,-0.0016,-0.005,0.0327,-0.0035,0.0062,-0.125,-0.0888,-0.0614,-0.0635,0.0068,0.0486,0.0119
AFR,YRI,NA18498,NA18498,0.06655836699586079,0.0002716299768237198,0.0643,-0.0045,-0.0031,-0.0003,-0.0207,-0.0368,0.0611,0.0107,-0.1148,-0.0488,-0.0206,0.0013,0.0557
AFR,YRI,NA18499,NA18499,0.06667349088963448,0.0006675422007855303,0.0676,-0.0025,0.0066,0.0137,0.0293,0.0927,-0.0412,-0.0574,0.0155,-0.0052,0.0045,0.035,0.1867
AFR,YRI,NA18502,NA18502,0.06624338747977877,-0.00011668420582833716,0.099,0.0013,0.0103,-0.0185,0.0138,-0.0208,0.1254,0.0387,-0.1164,0.1035,-0.1223,-0.0549,-0.0305
AFR,YRI,NA18507,NA18507,0.06741857381557219,0.0018400827900514542,0.0674,0.0017,0.0184,0.0062,0.0317,-0.0516,0.0232,-0.0266,0.0466,0.0724,0.0324,-0.0425,-0.0264
AFR,YRI,NA18510,NA18510,0.06480640791707158,-0.0010627760282017787,0.064,-0.0053,0.0075,0.0001,0.001,-0.0029,0.0069,0.0591,0.0508,0.0109,0.0333,0.0327,-0.0494
AFR,YRI,NA18511,NA18511,0.06495192397608428,0.00013255868499340538,0.0546,-0.0111,-0.0025,0.0043,-0.0002,0.0328,0.0083,0.1095,0.058,-0.0656,-0.0105,-0.0423,0.0027
AFR,YRI,NA18516,NA18516,0.06784603147890038,-7.754072515219401e-05,0.0774,0.0017,0.0006,-0.0267,-0.0205,0.1717,-0.1019,-0.1386,0.1282,0.0618,0.0514,0.0049,0.0004
AFR,YRI,NA18519,NA18519,0.06570575821745912,-0.0010969672140956704,0.0733,0.0017,-0.0094,-0.0134,-0.0018,-0.0836,-0.1455,0.0082,-0.0515,0.0172,0.0557,0.0251,-0.035
AFR,YRI,NA18520,NA18520,0.06710854659427243,-0.0010502256921097746,0.0708,-0.0044,0.0102,0.0008,-0.0159,0.0322,0.0414,0.0462,0.07,-0.0746,0.077,0.0398,-0.0206
AFR,YRI,NA18522,NA18522,0.06733879438181978,-0.0002584012441861536,0.0728,0.0014,0.0076,0.0121,0.0059,-0.0392,0.2507,-0.3273,0.1103,-0.2772,-0.0757,0.0521,0.0017
AFR,YRI,NA18853,NA18853,0.06763097977397253,-0.0004696539284591277,0.0814,-0.0206,0.0058,0.0175,0.0032,-0.0256,0.0266,0.0322,-0.0952,-0.1316,-0.098,-0.0126,0.0517
AFR,YRI,NA18856,NA18856,0.06646339147948886,-0.002226565302030575,0.0919,-0.0009,0.0067,-0.0155,0.0079,-0.1129,-0.1341,0.0305,-0.0553,0.057,0.046,-0.1256,-0.105
AFR,YRI,NA18864,NA18864,0.06494052691411965,-0.0001672247484691097,0.0601,-0.0066,-0.0061,0.0212,0.0031,-0.0012,-0.0386,0.0338,0.0232,0.0714,-0.0695,-0.0163,0.0423
AFR,YRI,NA18865,NA18865,0.06564382061285375,-9.389008189907618e-05,0.0868,-0.0034,0.0132,0.0033,0.0041,0.0219,-0.0272,0.07,0.0261,-0.042,-0.0463,0.0401,0.0118
AFR,YRI,NA18867,NA18867,0.06618524889582825,0.0009863207375224296,0.0628,-0.0074,-0.001,-0.0001,-0.0062,-0.0797,-0.0327,-0.1087,0.0116,-0.0649,0.005,-0.0055,0.0247
AFR,YRI,NA18868,NA18868,0.06630037278960192,0.00138223296148424,0.0743,-0.015,0.0038,0.0003,0.0018,-0.0237,0.0586,0.0398,0.0024,0.0125,-0.008,0.0186,0.0267
AFR,YRI,NA18870,NA18870,0.06747671239952271,0.0007370778467006875,0.0802,-0.0039,0.0045,-0.0179,0.0222,-0.4704,0.2397,0.0158,0.0525,0.0049,0.1319,-0.1618,0.0533
AFR,YRI,NA18871,NA18871,0.06818000609825679,0.000810412513270721,0.0908,-0.0082,0.0048,-0.0097,-0.0212,0.0183,-0.2625,-0.1181,-0.0816,0.0524,0.0728,-0.0802,0.0036
AFR,YRI,NA18873,NA18873,0.0667468255562045,-3.575149794854881e-05,0.0745,-0.0035,-0.0057,0.0083,-0.0034,0.0703,-0.0049,0.0132,-0.0123,-0.0113,-0.0163,-0.0336,-0.0696
AFR,YRI,NA18874,NA18874,0.06642044897815785,-0.0007238491140631211,0.0623,-0.009,0.0019,-0.0187,0.0078,0.0113,0.0141,0.0282,0.0704,0.0375,-0.0272,-0.0008,0.0579
AFR,YRI,NA18876,NA18876,0.06570195919680426,-0.0011968950252498423,0.0731,0.0009,-0.0056,0.0186,-0.0021,-0.0352,-0.0022,0.0388,-0.0667,-0.0193,0.0416,0.052,-0.1174
AFR,YRI,NA18877,NA18877,0.06600438837679429,0.001493557834603042,0.0705,-0.0091,-0.0009,-0.014,0.0051,0.074,-0.0135,0.01,-0.0188,0.0302,-0.0488,0.0446,0.0609
AFR,YRI,NA18878,NA18878,0.06542876890792589,-0.00048600328520600946,0.0731,0.0046,-0.0055,-0.0282,0.0226,0.0417,0.0066,-0.0166,0.1089,0.0588,-0.0504,0.0293,-0.1042
